,GameId,PlayId,Quarter,GameClock
120,2017100112,63,1,15:00:00
121,2017100112,103,1,13:49:00
122,2017100113,79,1,14:55:00
123,2017100113,172,1,13:30:00
124,2017100200,57,1,15:00:00
125,2017100200,130,1,14:05:00
126,2017100500,217,1,12:22:00
127,2017100500,417,1,10:09:00
128,2017100800,109,1,14:02:00
129,2017100800,197,1,13:00:00
130,2017100801,48,1,14:56:00
131,2017100801,151,1,12:55:00
132,2017100802,51,1,15:00:00
133,2017100802,311,1,11:27:00
134,2017100803,81,1,14:33:00
135,2017100803,102,1,13:55:00
136,2017100804,52,1,15:00:00
137,2017100804,73,1,14:28:00
138,2017100805,51,1,15:00:00
139,2017100805,72,1,14:22:00
140,2017100806,59,1,14:54:00
141,2017100806,234,1,12:42:00
142,2017100807,52,1,15:00:00
143,2017100807,73,1,14:14:00
144,2017100808,51,1,15:00:00
145,2017100808,96,1,14:10:00
146,2017100809,75,1,14:46:00
147,2017100809,96,1,13:58:00
148,2017100810,75,1,14:20:00
149,2017100810,121,1,13:03:00
150,2017100811,61,1,14:55:00
151,2017100811,86,1,14:19:00
152,2017100900,51,1,15:00:00
153,2017100900,72,1,14:23:00
154,2017101200,50,1,15:00:00
155,2017101200,119,1,13:40:00
156,2017101500,76,1,14:23:00
157,2017101500,167,1,12:14:00
158,2017101501,85,1,14:13:00
159,2017101501,106,1,13:36:00
160,2017101502,76,1,14:35:00
161,2017101502,142,1,12:25:00
162,2017101503,76,1,14:27:00
163,2017101503,138,1,13:38:00
164,2017101504,60,1,14:55:00
165,2017101504,105,1,13:52:00
166,2017101505,126,1,14:14:00
167,2017101505,231,1,12:15:00
168,2017101506,69,1,15:00:00
169,2017101506,94,1,14:23:00
170,2017101507,52,1,15:00:00
171,2017101507,97,1,13:43:00
172,2017101508,95,1,14:46:00
173,2017101508,160,1,14:31:00
174,2017101509,63,1,15:00:00
175,2017101509,125,1,13:39:00
176,2017101510,60,1,14:53:00
177,2017101510,84,1,14:26:00
178,2017101511,58,1,14:55:00
179,2017101511,170,1,13:51:00
180,2017101600,117,1,13:40:00
181,2017101600,138,1,12:59:00
182,2017101900,52,1,15:00:00
183,2017101900,73,1,14:22:00
184,2017102200,56,1,15:00:00
185,2017102200,105,1,13:45:00
186,2017102201,50,1,15:00:00
187,2017102201,114,1,12:52:00
188,2017102202,87,1,14:26:00
189,2017102202,108,1,13:46:00
190,2017102203,51,1,15:00:00
191,2017102203,94,1,14:20:00
192,2017102204,57,1,15:00:00
193,2017102204,129,1,13:40:00
194,2017102205,85,1,14:13:00
195,2017102205,112,1,13:36:00
196,2017102206,82,1,14:33:00
197,2017102206,229,1,12:23:00
198,2017102207,52,1,15:00:00
199,2017102207,73,1,14:24:00
200,2017102208,49,1,15:00:00
201,2017102208,73,1,14:11:00
202,2017102209,52,1,15:00:00
203,2017102209,156,1,14:00:00
204,2017102210,61,1,14:52:00
205,2017102210,82,1,14:21:00
206,2017102211,58,1,14:55:00
207,2017102211,248,1,12:03:00
208,2017102212,58,1,14:56:00
209,2017102212,112,1,14:19:00
210,2017102300,51,1,15:00:00
211,2017102300,96,1,13:49:00
212,2017102600,97,1,14:55:00
213,2017102600,123,1,14:18:00
214,2017102900,63,1,15:00:00
215,2017102900,132,1,13:19:00
216,2017102901,93,1,14:52:00
217,2017102901,170,1,12:55:00
218,2017102902,61,1,14:55:00
219,2017102902,106,1,13:45:00
220,2017102903,107,1,13:50:00
221,2017102903,152,1,12:46:00
222,2017102904,62,1,14:55:00
223,2017102904,83,1,14:24:00
224,2017102905,52,1,15:00:00
225,2017102905,78,1,14:38:00
226,2017102906,52,1,15:00:00
227,2017102906,119,1,13:55:00
228,2017102907,83,1,14:53:00
229,2017102907,201,1,13:14:00
230,2017102908,76,1,15:00:00
231,2017102908,121,1,14:34:00
232,2017102909,60,1,15:00:00
233,2017102909,293,1,12:02:00
234,2017102910,81,1,14:30:00
235,2017102910,102,1,13:54:00
236,2017103000,51,1,15:00:00
237,2017103000,178,1,14:01:00
238,2017110200,107,1,13:48:00
239,2017110200,205,1,12:20:00
240,2017110500,139,1,13:53:00
241,2017110500,246,1,12:16:00
242,2017110501,52,1,15:00:00
243,2017110501,119,1,13:42:00
244,2017110502,55,1,15:00:00
245,2017110502,100,1,13:55:00
246,2017110503,118,1,13:55:00
247,2017110503,228,1,11:32:00
248,2017110504,51,1,15:00:00
249,2017110504,72,1,14:26:00
250,2017110505,103,1,14:28:00
251,2017110505,124,1,13:59:00
252,2017110506,83,1,14:33:00
253,2017110506,104,1,13:56:00
254,2017110507,90,1,14:25:00
255,2017110507,115,1,13:54:00
256,2017110508,92,1,14:29:00
257,2017110508,137,1,13:12:00
258,2017110509,52,1,15:00:00
259,2017110509,114,1,13:48:00
260,2017110510,52,1,15:00:00
261,2017110510,126,1,13:07:00
262,2017110600,58,1,14:54:00
263,2017110600,103,1,13:42:00
264,2017110900,76,1,14:38:00
265,2017110900,141,1,13:10:00
266,2017111200,115,1,13:43:00
267,2017111200,140,1,13:04:00
268,2017111201,57,1,14:52:00
269,2017111201,102,1,13:39:00
270,2017111202,79,1,14:24:00
271,2017111202,173,1,12:44:00
272,2017111203,105,1,14:09:00
273,2017111203,126,1,13:29:00
274,2017111204,87,1,14:24:00
275,2017111204,108,1,13:41:00
276,2017111205,70,1,14:55:00
277,2017111205,145,1,13:55:00
278,2017111206,200,1,12:43:00
279,2017111206,221,1,12:00:00
280,2017111207,69,1,15:00:00
281,2017111207,114,1,13:52:00
282,2017111208,56,1,15:00:00
283,2017111208,115,1,13:55:00
284,2017111209,60,1,15:00:00
285,2017111209,151,1,14:08:00
286,2017111210,52,1,15:00:00
287,2017111210,234,1,12:40:00
288,2017111211,51,1,15:00:00
289,2017111211,72,1,14:18:00
290,2017111300,112,1,13:44:00
291,2017111300,133,1,13:09:00
292,2017111600,124,1,13:15:00
293,2017111600,266,1,12:20:00
294,2017111900,125,1,14:11:00
295,2017111900,191,1,12:06:00
296,2017111901,57,1,14:50:00
297,2017111901,78,1,14:21:00
298,2017111902,82,1,14:19:00
299,2017111902,250,1,12:09:00
300,2017111903,52,1,15:00:00
301,2017111903,171,1,12:57:00
302,2017111904,146,1,13:14:00
303,2017111904,191,1,12:01:00
304,2017111905,52,1,15:00:00
305,2017111905,166,1,13:51:00
306,2017111906,180,1,13:25:00
307,2017111906,201,1,12:49:00
308,2017111907,59,1,14:55:00
309,2017111907,80,1,14:19:00
310,2017111908,84,1,14:41:00
311,2017111908,175,1,12:34:00
312,2017111909,52,1,15:00:00
313,2017111909,73,1,14:21:00
314,2017111910,83,1,14:13:00
315,2017111910,221,1,12:18:00
316,2017111911,76,1,14:26:00
317,2017111911,97,1,13:54:00
318,2017112000,83,1,14:41:00
319,2017112000,161,1,13:17:00
320,2017112300,101,1,14:21:00
321,2017112300,206,1,12:28:00
322,2017112301,58,1,14:54:00
323,2017112301,79,1,14:11:00
324,2017112302,69,1,14:55:00
325,2017112302,185,1,12:50:00
326,2017112600,76,1,14:26:00
327,2017112600,97,1,13:52:00
328,2017112601,74,1,14:56:00
329,2017112601,95,1,14:27:00
330,2017112602,145,1,14:03:00
331,2017112602,166,1,13:36:00
332,2017112603,145,1,13:32:00
333,2017112603,206,1,12:41:00
334,2017112604,147,1,13:38:00
335,2017112604,213,1,11:46:00
336,2017112605,61,1,14:54:00
337,2017112605,258,1,11:28:00
338,2017112606,99,1,13:56:00
339,2017112606,120,1,13:30:00
340,2017112607,101,1,14:11:00
341,2017112607,122,1,13:33:00
342,2017112608,86,1,14:54:00
343,2017112608,210,1,12:46:00
344,2017112609,51,1,15:00:00
345,2017112609,72,1,14:23:00
346,2017112610,51,1,15:00:00
347,2017112610,149,1,14:01:00
348,2017112611,111,1,13:39:00
349,2017112611,155,1,12:45:00
350,2017112700,153,1,14:14:00
351,2017112700,228,1,12:53:00
352,2017113000,52,1,15:00:00
353,2017113000,73,1,14:24:00
354,2017120300,86,1,14:14:00
355,2017120300,107,1,13:34:00
356,2017120301,54,1,15:00:00
357,2017120301,145,1,13:22:00
358,2017120302,135,1,13:10:00
359,2017120302,160,1,12:32:00
360,2017120303,72,1,14:55:00
361,2017120303,117,1,13:39:00
362,2017120304,51,1,15:00:00
363,2017120304,96,1,13:46:00
364,2017120305,55,1,15:00:00
365,2017120305,145,1,12:37:00
366,2017120306,63,1,14:56:00
367,2017120306,203,1,12:17:00
368,2017120307,51,1,15:00:00
369,2017120307,131,1,13:51:00
370,2017120308,134,1,13:07:00
371,2017120308,244,1,12:17:00
372,2017120309,75,1,14:26:00
373,2017120309,178,1,12:55:00
374,2017120310,82,1,14:26:00
375,2017120310,103,1,13:46:00
376,2017120311,58,1,14:54:00
377,2017120311,146,1,13:48:00
378,2017120312,51,1,15:00:00
379,2017120312,161,1,13:57:00
380,2017120313,192,1,12:28:00
381,2017120313,215,1,11:53:00
382,2017120400,74,1,15:00:00
383,2017120400,119,1,13:45:00
384,2017120700,59,1,14:53:00
385,2017120700,109,1,13:48:00
386,2017121000,58,1,14:52:00
387,2017121000,105,1,14:17:00
388,2017121001,51,1,15:00:00
389,2017121001,72,1,14:28:00
390,2017121002,75,1,14:53:00
391,2017121002,367,1,11:21:00
392,2017121003,82,1,14:22:00
393,2017121003,181,1,11:45:00
394,2017121004,58,1,14:56:00
395,2017121004,195,1,12:44:00
396,2017121005,325,1,11:54:00
397,2017121005,389,1,10:23:00
398,2017121006,73,1,14:57:00
399,2017121006,176,1,12:57:00
400,2017121007,58,1,14:55:00
401,2017121007,142,1,13:04:00
402,2017121008,52,1,15:00:00
403,2017121008,73,1,14:24:00
404,2017121009,73,1,14:54:00
405,2017121009,117,1,14:06:00
406,2017121010,84,1,14:24:00
407,2017121010,153,1,12:40:00
408,2017121011,76,1,14:37:00
409,2017121011,174,1,13:05:00
410,2017121012,84,1,14:19:00
411,2017121012,105,1,13:46:00
412,2017121013,58,1,14:56:00
413,2017121013,203,1,11:51:00
414,2017121100,82,1,14:49:00
415,2017121100,132,1,13:37:00
416,2017121400,127,1,13:41:00
417,2017121400,148,1,13:05:00
418,2017121600,60,1,14:54:00
419,2017121600,114,1,14:29:00
420,2017121601,75,1,14:28:00
421,2017121601,123,1,13:51:00
422,2017121700,153,1,13:54:00
423,2017121700,174,1,13:17:00
424,2017121701,75,1,14:28:00
425,2017121701,165,1,13:32:00
426,2017121702,51,1,15:00:00
427,2017121702,72,1,14:29:00
428,2017121703,77,1,14:56:00
429,2017121703,192,1,13:36:00
430,2017121704,94,1,13:52:00
431,2017121704,136,1,12:58:00
432,2017121705,82,1,14:19:00
433,2017121705,136,1,13:02:00
434,2017121706,268,1,11:33:00
435,2017121706,324,1,10:49:00
436,2017121707,78,1,15:00:00
437,2017121707,150,1,14:13:00
438,2017121708,95,1,14:25:00
439,2017121708,156,1,13:36:00
440,2017121709,82,1,14:15:00
441,2017121709,135,1,13:05:00
442,2017121710,58,1,14:56:00
443,2017121710,129,1,13:40:00
444,2017121711,51,1,15:00:00
445,2017121711,97,1,13:41:00
446,2017121800,58,1,14:53:00
447,2017121800,79,1,14:18:00
448,2017122300,73,1,14:55:00
449,2017122300,134,1,14:04:00
450,2017122301,86,1,14:24:00
451,2017122301,107,1,13:49:00
452,2017122400,75,1,14:18:00
453,2017122400,125,1,13:07:00
454,2017122401,58,1,14:55:00
455,2017122401,79,1,14:18:00
456,2017122402,51,1,15:00:00
457,2017122402,72,1,14:37:00
458,2017122403,89,1,14:29:00
459,2017122403,110,1,13:58:00
460,2017122404,58,1,14:55:00
461,2017122404,79,1,14:26:00
462,2017122405,80,1,14:32:00
463,2017122405,105,1,13:57:00
464,2017122406,97,1,14:24:00
465,2017122406,160,1,13:44:00
466,2017122407,60,1,14:54:00
467,2017122407,313,1,11:41:00
468,2017122408,60,1,15:00:00
469,2017122408,81,1,14:28:00
470,2017122409,60,1,14:55:00
471,2017122409,133,1,13:09:00
472,2017122410,89,1,14:24:00
473,2017122410,247,1,13:06:00
474,2017122411,51,1,15:00:00
475,2017122411,195,1,13:04:00
476,2017122500,123,1,12:56:00
477,2017122500,144,1,12:14:00
478,2017122501,143,1,13:59:00
479,2017122501,164,1,13:20:00
480,2017123100,51,1,15:00:00
481,2017123100,194,1,12:17:00
482,2017123101,58,1,14:54:00
483,2017123101,79,1,14:21:00
484,2017123102,85,1,14:54:00
485,2017123102,130,1,13:43:00
486,2017123103,51,1,15:00:00
487,2017123103,72,1,14:32:00
488,2017123104,51,1,15:00:00
489,2017123104,136,1,13:26:00
490,2017123105,58,1,14:53:00
491,2017123105,152,1,12:52:00
492,2017123106,51,1,15:00:00
493,2017123106,72,1,14:34:00
494,2017123107,73,1,14:57:00
495,2017123107,126,1,14:43:00
496,2017123108,83,1,14:16:00
497,2017123108,104,1,13:50:00
498,2017123109,132,1,13:28:00
499,2017123109,153,1,12:48:00
500,2017123110,51,1,15:00:00
501,2017123110,72,1,14:37:00
502,2017123111,58,1,14:54:00
503,2017123111,150,1,13:34:00
504,2017123112,161,1,14:10:00
505,2017123112,214,1,14:03:00
506,2017123113,161,1,12:54:00
507,2017123113,292,1,10:17:00
508,2017123114,51,1,15:00:00
509,2017123114,72,1,14:34:00
510,2017123115,60,1,14:55:00
511,2017123115,129,1,13:01:00
512,2018090600,104,1,14:22:00
513,2018090600,125,1,13:46:00
514,2018090900,288,1,10:36:00
515,2018090900,358,1,08:49:00
516,2018090901,51,1,15:00:00
517,2018090901,270,1,10:51:00
518,2018090902,60,1,14:53:00
519,2018090902,107,1,14:01:00
520,2018090903,58,1,14:52:00
521,2018090903,107,1,13:47:00
522,2018090904,75,1,14:21:00
523,2018090904,125,1,13:07:00
524,2018090905,51,1,15:00:00
525,2018090905,72,1,14:25:00
526,2018090906,172,1,12:58:00
527,2018090906,197,1,12:18:00
528,2018090907,58,1,14:55:00
529,2018090907,124,1,12:58:00
530,2018090908,75,1,14:25:00
531,2018090908,96,1,14:03:00
532,2018090909,58,1,14:55:00
533,2018090909,136,1,13:47:00
534,2018090910,51,1,15:00:00
535,2018090910,107,1,14:01:00
536,2018090911,73,1,14:57:00
537,2018090911,157,1,13:51:00
538,2018090912,51,1,15:00:00
539,2018090912,72,1,14:23:00
540,2018091000,133,1,14:34:00
541,2018091000,154,1,13:58:00
542,2018091001,51,1,15:00:00
543,2018091001,99,1,14:09:00
544,2018091300,82,1,14:57:00
545,2018091300,160,1,13:24:00
546,2018091600,51,1,15:00:00
547,2018091600,72,1,14:24:00
548,2018091601,72,1,14:18:00
549,2018091601,144,1,12:47:00
550,2018091602,99,1,13:46:00
551,2018091602,120,1,13:05:00
552,2018091603,83,1,14:20:00
553,2018091603,108,1,13:37:00
554,2018091604,72,1,14:22:00
555,2018091604,93,1,13:44:00
556,2018091605,186,1,14:08:00
557,2018091605,288,1,13:05:00
558,2018091606,126,1,14:15:00
559,2018091606,207,1,12:55:00
560,2018091607,57,1,15:00:00
561,2018091607,147,1,13:23:00
562,2018091608,103,1,14:26:00
563,2018091608,124,1,13:52:00
564,2018091609,78,1,14:55:00
565,2018091609,147,1,13:10:00
566,2018091610,116,1,13:58:00
567,2018091610,137,1,13:17:00
568,2018091611,51,1,15:00:00
569,2018091611,120,1,13:22:00
570,2018091612,88,1,14:26:00
571,2018091612,109,1,13:51:00
572,2018091613,75,1,14:16:00
573,2018091613,231,1,12:06:00
574,2018091700,54,1,15:00:00
575,2018091700,75,1,14:29:00
576,2018092000,135,1,14:05:00
577,2018092000,317,1,11:37:00
578,2018092300,93,1,14:27:00
579,2018092300,147,1,13:46:00
580,2018092301,58,1,14:54:00
581,2018092301,147,1,13:33:00
582,2018092302,73,1,14:54:00
583,2018092302,166,1,13:12:00
584,2018092303,48,1,14:55:00
585,2018092303,102,1,14:07:00
586,2018092304,84,1,14:32:00
587,2018092304,239,1,11:27:00
588,2018092305,94,1,14:50:00
589,2018092305,171,1,13:19:00
590,2018092306,104,1,14:15:00
591,2018092306,207,1,12:53:00
592,2018092307,131,1,13:55:00
593,2018092307,176,1,12:42:00
594,2018092308,82,1,14:21:00
595,2018092308,232,1,11:45:00
596,2018092309,93,1,14:25:00
597,2018092309,211,1,12:48:00
598,2018092310,69,1,15:00:00
599,2018092310,175,1,13:34:00
600,2018092311,75,1,14:23:00
601,2018092311,120,1,13:02:00
602,2018092312,67,1,14:54:00
603,2018092312,135,1,13:12:00
604,2018092313,60,1,14:52:00
605,2018092313,81,1,14:28:00
606,2018092400,94,1,14:15:00
607,2018092400,158,1,12:43:00
608,2018092700,70,1,15:00:00
609,2018092700,91,1,14:26:00
610,2018093000,63,1,14:51:00
611,2018093000,108,1,13:41:00
612,2018093001,79,1,14:35:00
613,2018093001,260,1,11:49:00
614,2018093002,51,1,15:00:00
615,2018093002,72,1,14:27:00
616,2018093003,82,1,14:16:00
617,2018093003,103,1,13:31:00
618,2018093004,57,1,15:00:00
619,2018093004,188,1,12:08:00
620,2018093005,100,1,14:31:00
621,2018093005,238,1,12:19:00
622,2018093006,142,1,13:25:00
623,2018093006,210,1,12:05:00
624,2018093007,148,1,12:53:00
625,2018093007,304,1,10:43:00
626,2018093008,60,1,14:55:00
627,2018093008,81,1,14:21:00
628,2018093009,55,1,15:00:00
629,2018093009,104,1,13:58:00
630,2018093010,73,1,14:55:00
631,2018093010,147,1,14:03:00
632,2018093011,191,1,13:23:00
633,2018093011,245,1,12:04:00
634,2018093012,51,1,15:00:00
635,2018093012,72,1,14:27:00
636,2018100100,75,1,14:26:00
637,2018100100,96,1,13:49:00
638,2018100400,75,1,14:28:00
639,2018100400,96,1,13:56:00
640,2018100700,206,1,14:22:00
641,2018100700,256,1,13:13:00
642,2018100701,58,1,14:52:00
643,2018100701,108,1,13:47:00
644,2018100702,107,1,14:20:00
645,2018100702,204,1,12:28:00
646,2018100703,51,1,15:00:00
647,2018100703,94,1,14:10:00
648,2018100704,82,1,14:49:00
649,2018100704,138,1,13:31:00
650,2018100705,60,1,14:54:00
651,2018100705,81,1,14:19:00
652,2018100706,93,1,14:22:00
653,2018100706,114,1,13:44:00
654,2018100707,59,1,14:56:00
655,2018100707,104,1,13:49:00
656,2018100708,58,1,14:54:00
657,2018100708,103,1,13:44:00
658,2018100709,123,1,13:21:00
659,2018100709,165,1,12:03:00
660,2018100710,77,1,14:27:00
661,2018100710,135,1,13:10:00
662,2018100711,67,1,14:53:00
663,2018100711,181,1,13:29:00
664,2018100712,51,1,15:00:00
665,2018100712,118,1,13:31:00
666,2018100800,176,1,13:54:00
667,2018100800,197,1,13:27:00
668,2018101100,183,1,14:11:00
669,2018101100,266,1,13:15:00
670,2018101400,51,1,15:00:00
671,2018101400,120,1,13:30:00
672,2018101401,57,1,15:00:00
673,2018101401,126,1,12:56:00
674,2018101402,138,1,14:13:00
675,2018101402,230,1,12:06:00
676,2018101403,74,1,14:53:00
677,2018101403,344,1,11:07:00
678,2018101404,51,1,15:00:00
679,2018101404,96,1,14:05:00
680,2018101405,258,1,12:03:00
681,2018101405,326,1,11:05:00
682,2018101406,149,1,14:48:00
683,2018101406,336,1,12:12:00
684,2018101407,60,1,14:56:00
685,2018101407,81,1,14:28:00
686,2018101408,60,1,15:00:00
687,2018101408,102,1,13:51:00
688,2018101409,51,1,15:00:00
689,2018101409,72,1,14:25:00
690,2018101410,51,1,15:00:00
691,2018101410,166,1,12:23:00
692,2018101411,51,1,15:00:00
693,2018101411,96,1,13:47:00
694,2018101412,75,1,14:27:00
695,2018101412,96,1,13:54:00
696,2018101500,51,1,15:00:00
697,2018101500,141,1,12:23:00
698,2018101800,58,1,14:56:00
699,2018101800,241,1,13:14:00
700,2018102100,59,1,14:54:00
701,2018102100,80,1,14:21:00
702,2018102101,51,1,15:00:00
703,2018102101,77,1,14:32:00
704,2018102102,50,1,15:00:00
705,2018102102,119,1,13:05:00
706,2018102103,84,1,14:27:00
707,2018102103,154,1,13:11:00
708,2018102104,59,1,15:00:00
709,2018102104,80,1,14:31:00
710,2018102105,57,1,15:00:00
711,2018102105,189,1,12:48:00
712,2018102106,57,1,15:00:00
713,2018102106,104,1,13:46:00
714,2018102107,58,1,14:55:00
715,2018102107,117,1,14:29:00
716,2018102108,169,1,13:22:00
717,2018102108,195,1,12:46:00
718,2018102109,99,1,13:52:00
719,2018102109,120,1,13:16:00
720,2018102110,51,1,15:00:00
721,2018102110,199,1,13:32:00
722,2018102111,51,1,15:00:00
723,2018102111,72,1,14:23:00
724,2018102200,88,1,14:20:00
725,2018102200,131,1,13:54:00
726,2018102500,127,1,14:16:00
727,2018102500,148,1,13:38:00
728,2018102800,52,1,15:00:00
729,2018102800,123,1,13:44:00
730,2018102801,222,1,11:03:00
731,2018102801,243,1,10:23:00
732,2018102802,66,1,15:00:00
733,2018102802,110,1,13:57:00
734,2018102803,52,1,15:00:00
735,2018102803,73,1,14:37:00
736,2018102804,60,1,14:55:00
737,2018102804,83,1,14:24:00
738,2018102805,51,1,15:00:00
739,2018102805,94,1,14:22:00
740,2018102806,121,1,13:53:00
741,2018102806,177,1,13:17:00
742,2018102807,128,1,13:43:00
743,2018102807,201,1,12:32:00
744,2018102808,82,1,14:18:00
745,2018102808,107,1,13:40:00
746,2018102809,58,1,14:54:00
747,2018102809,79,1,14:17:00
748,2018102810,51,1,15:00:00
749,2018102810,72,1,14:22:00
750,2018102811,58,1,14:54:00
751,2018102811,165,1,13:19:00
752,2018102900,55,1,15:00:00
753,2018102900,139,1,13:49:00
754,2018110100,163,1,13:05:00
755,2018110100,212,1,11:37:00
756,2018110400,73,1,14:55:00
757,2018110400,118,1,13:56:00
758,2018110401,86,1,14:22:00
759,2018110401,129,1,13:38:00
760,2018110402,73,1,14:54:00
761,2018110402,134,1,14:02:00
762,2018110403,100,1,14:25:00
763,2018110403,121,1,13:48:00
764,2018110404,75,1,14:30:00
765,2018110404,209,1,11:41:00
766,2018110405,58,1,14:56:00
767,2018110405,103,1,13:41:00
768,2018110406,60,1,15:00:00
769,2018110406,214,1,12:44:00
770,2018110407,52,1,15:00:00
771,2018110407,73,1,14:32:00
772,2018110408,70,1,15:00:00
773,2018110408,96,1,14:24:00
774,2018110409,52,1,15:00:00
775,2018110409,78,1,14:36:00
776,2018110410,105,1,14:54:00
777,2018110410,126,1,14:33:00
778,2018110500,51,1,15:00:00
779,2018110500,101,1,13:54:00
780,2018110800,51,1,15:00:00
781,2018110800,72,1,14:25:00
782,2018111100,64,1,15:00:00
783,2018111100,109,1,13:47:00
784,2018111101,51,1,15:00:00
785,2018111101,120,1,13:22:00
786,2018111102,82,1,14:17:00
787,2018111102,103,1,13:41:00
788,2018111103,83,1,14:49:00
789,2018111103,104,1,14:09:00
790,2018111104,154,1,12:58:00
791,2018111104,175,1,12:13:00
792,2018111105,168,1,14:04:00
793,2018111105,235,1,12:50:00
794,2018111106,77,1,14:20:00
795,2018111106,158,1,13:37:00
796,2018111107,75,1,14:27:00
797,2018111107,96,1,13:55:00
798,2018111108,84,1,14:10:00
799,2018111108,105,1,13:34:00
800,2018111109,58,1,14:54:00
801,2018111109,103,1,13:58:00
802,2018111110,60,1,15:00:00
803,2018111110,81,1,14:24:00
804,2018111111,75,1,14:20:00
805,2018111111,173,1,11:59:00
806,2018111200,74,1,14:57:00
807,2018111200,148,1,13:32:00
808,2018111500,51,1,15:00:00
809,2018111500,121,1,14:33:00
810,2018111800,106,1,14:05:00
811,2018111800,200,1,11:53:00
812,2018111801,93,1,14:22:00
813,2018111801,159,1,12:54:00
814,2018111802,84,1,14:26:00
815,2018111802,106,1,13:41:00
816,2018111803,72,1,14:55:00
817,2018111803,100,1,14:19:00
818,2018111804,57,1,15:00:00
819,2018111804,112,1,14:01:00
820,2018111805,67,1,14:53:00
