,GameKey,PlayId,GameClock,Quarter,PlayType,PossessionTeam
132,13,192,12:17,1,Punt,OAK
133,13,843,3:54,1,Punt,ARZ
134,13,958,1:32,1,Punt,OAK
135,13,1486,10:46,2,Punt,OAK
136,13,1597,9:46,2,Punt,ARZ
137,13,2034,2:02,2,Punt,OAK
138,13,2299,0:35,2,Punt,ARZ
139,13,2743,8:31,3,Punt,OAK
140,13,3025,3:12,3,Punt,ARZ
141,13,3297,0:03,3,Punt,ARZ
142,13,3418,13:40,4,Punt,OAK
143,13,3503,13:13,4,Punt,ARZ
144,13,3679,9:52,4,Punt,OAK
145,13,3786,8:21,4,Punt,ARZ
146,13,3964,6:51,4,Punt,OAK
147,14,503,5:40,1,Punt,TEN
148,14,711,2:00,1,Punt,SD
149,14,1010,13:28,2,Punt,SD
150,14,1797,1:19,2,Punt,TEN
151,14,1903,0:50,2,Punt,SD
152,14,2242,11:38,3,Punt,SD
153,14,2273,11:32,3,Punt,SD
154,14,2450,7:44,3,Punt,TEN
155,14,2838,3:53,3,Punt,SD
156,14,3827,2:00,4,Punt,TEN
157,15,645,4:45,1,Punt,KC
158,15,1246,8:22,2,Punt,SEA
159,15,1555,4:51,2,Punt,SEA
160,15,1647,3:09,2,Punt,KC
161,15,2838,3:16,3,Punt,SEA
162,15,2984,1:23,3,Punt,KC
163,15,3248,12:56,4,Punt,SEA
164,15,3474,7:55,4,Punt,SEA
165,15,3640,5:49,4,Punt,KC
166,15,4077,1:16,4,Punt,KC
167,16,254,12:30,1,Punt,TB
168,16,353,11:11,1,Punt,PHI
169,16,860,4:26,1,Punt,PHI
170,16,1045,1:45,1,Punt,TB
171,16,1170,14:56,2,Punt,PHI
172,16,1275,14:05,2,Punt,TB
173,16,1405,11:41,2,Punt,PHI
174,16,1555,9:44,2,Punt,TB
175,16,1676,7:24,2,Punt,PHI
176,16,2032,3:25,2,Punt,PHI
177,16,2348,0:20,2,Punt,PHI
178,16,2595,12:53,3,Punt,PHI
179,16,2754,9:44,3,Punt,TB
180,16,3202,2:41,3,Punt,TB
181,16,3359,0:13,3,Punt,PHI
182,16,4120,4:00,4,Punt,TB
183,16,4239,3:05,4,Punt,PHI
184,17,273,10:02,1,Punt,WAS
185,17,386,9:00,1,Punt,ATL
186,17,657,5:30,1,Punt,ATL
187,17,751,3:08,1,Punt,WAS
188,17,1397,9:15,2,Punt,WAS
189,17,1610,5:45,2,Punt,WAS
190,17,2329,11:36,3,Punt,WAS
191,17,2983,2:35,3,Punt,ATL
192,17,3010,2:35,3,Punt,ATL
193,17,3134,0:23,3,Punt,WAS
194,17,3631,7:24,4,Punt,ATL
195,17,3731,4:58,4,Punt,WAS
196,18,132,14:09,1,Punt,ARZ
197,18,256,12:43,1,Punt,SD
198,18,279,12:05,1,Punt,SD
199,18,515,7:40,1,Punt,ARZ
200,18,649,4:52,1,Punt,SD
201,18,979,14:15,2,Punt,ARZ
202,18,1564,3:54,2,Punt,ARZ
203,18,2713,1:38,3,Punt,SD
204,18,2900,14:29,4,Punt,ARZ
205,18,3145,9:42,4,Punt,SD
206,19,144,14:09,1,Punt,CLV
207,19,713,5:44,1,Punt,ATL
208,19,913,2:28,1,Punt,CLV
209,19,1475,9:54,2,Punt,ATL
210,19,1626,7:13,2,Punt,CLV
211,19,2444,8:21,3,Punt,CLV
212,19,3556,4:18,4,Punt,CLV
213,20,432,6:42,1,Punt,BLT
214,20,588,4:45,1,Punt,BLT
215,20,1384,7:15,2,Punt,BLT
216,20,2515,9:04,3,Punt,BLT
217,20,2627,7:15,3,Punt,IND
218,20,2818,4:35,3,Punt,BLT
219,20,2940,2:24,3,Punt,IND
220,20,3310,10:40,4,Punt,IND
221,20,3461,8:33,4,Punt,BLT
222,20,4022,1:11,4,Punt,BLT
223,21,519,5:40,1,Punt,CAR
224,21,606,3:36,1,Punt,TEN
225,21,1238,9:09,2,Punt,CAR
226,21,1375,6:29,2,Punt,TEN
227,21,1533,2:54,2,Punt,CAR
228,21,2587,5:52,3,Punt,CAR
229,21,2884,1:45,3,Punt,TEN
230,21,3018,15:00,4,Punt,CAR
231,22,438,7:44,1,Punt,NE
232,22,1231,9:18,2,Punt,CHI
233,22,1718,1:55,2,Punt,CHI
234,22,2344,9:17,3,Punt,CHI
235,22,2733,2:13,3,Punt,CHI
236,22,2820,0:43,3,Punt,NE
237,22,3260,9:13,4,Punt,NE
238,22,3695,2:37,4,Punt,NE
239,22,3718,2:37,4,Punt,NE
240,23,752,3:04,1,Punt,DET
241,23,848,1:50,1,Punt,CIN
242,23,884,1:37,1,Punt,CIN
243,23,1067,14:13,2,Punt,DET
244,23,1157,12:54,2,Punt,CIN
245,23,2255,11:36,3,Punt,CIN
246,23,2764,5:11,3,Punt,DET
247,23,3065,15:00,4,Punt,CIN
248,23,3405,9:43,4,Punt,DET
249,24,725,3:33,1,Punt,KC
250,24,1666,3:29,2,Punt,LA
251,24,2481,13:39,3,Punt,LA
252,24,2613,10:49,3,Punt,KC
253,24,2795,7:50,3,Punt,LA
254,24,3633,6:04,4,Punt,KC
255,24,3806,3:47,4,Punt,LA
256,24,4136,1:31,4,Punt,LA
257,25,255,12:07,1,Punt,DAL
258,25,356,9:56,1,Punt,MIA
259,25,2550,12:52,3,Punt,MIA
260,25,2791,9:13,3,Punt,MIA
261,25,3070,4:43,3,Punt,MIA
262,25,3164,3:48,3,Punt,DAL
263,25,3705,6:54,4,Punt,DAL
264,25,3836,3:47,4,Punt,MIA
265,25,3953,2:00,4,Punt,DAL
266,26,262,10:52,1,Punt,MIN
267,26,627,2:19,1,Punt,MIN
268,26,731,0:39,1,Punt,SEA
269,26,896,13:33,2,Punt,MIN
270,26,1039,10:19,2,Punt,SEA
271,26,1167,8:12,2,Punt,MIN
272,26,1267,6:39,2,Punt,SEA
273,26,1720,1:21,2,Punt,SEA
274,26,2291,9:33,3,Punt,MIN
275,26,2429,7:15,3,Punt,SEA
276,26,2608,4:02,3,Punt,MIN
277,26,2740,2:55,3,Punt,SEA
278,26,2776,2:43,3,Punt,SEA
279,26,2876,1:10,3,Punt,MIN
280,26,3234,11:51,4,Punt,MIN
281,27,125,13:39,1,Punt,HST
282,27,521,7:41,1,Punt,NO
283,27,763,3:46,1,Punt,HST
284,27,1184,12:41,2,Punt,NO
285,27,1617,5:05,2,Punt,NO
286,27,1702,4:13,2,Punt,HST
287,27,1906,1:34,2,Punt,NO
288,27,2317,13:10,3,Punt,NO
289,27,2479,9:40,3,Punt,HST
290,27,2942,1:50,3,Punt,HST
291,27,3624,6:39,4,Punt,HST
292,27,3720,5:37,4,Punt,NO
293,28,127,13:14,1,Punt,BUF
294,28,620,4:24,1,Punt,NYG
295,28,748,2:34,1,Punt,BUF
296,28,872,0:45,1,Punt,NYG
297,28,1256,12:20,2,Punt,NYG
298,28,1355,10:56,2,Punt,BUF
299,28,1815,4:36,2,Punt,NYG
300,28,2616,11:55,3,Punt,NYG
301,28,2806,8:24,3,Punt,BUF
302,28,2899,7:34,3,Punt,NYG
303,28,2927,7:34,3,Punt,NYG
304,28,3023,5:12,3,Punt,BUF
305,28,3128,3:31,3,Punt,NYG
306,28,3267,2:05,3,Punt,BUF
307,28,3457,14:14,4,Punt,NYG
308,28,3984,3:12,4,Punt,BUF
309,28,4168,1:07,4,Punt,BUF
310,29,538,4:46,1,Punt,NYJ
311,29,866,13:35,2,Punt,WAS
312,29,1245,7:44,2,Punt,NYJ
313,29,1501,6:18,2,Punt,NYJ
314,29,1528,6:18,2,Punt,NYJ
315,29,2278,13:19,3,Punt,NYJ
316,29,2399,10:24,3,Punt,WAS
317,29,2497,8:44,3,Punt,NYJ
318,29,2590,7:10,3,Punt,WAS
319,29,3052,14:54,4,Punt,WAS
320,29,3270,11:28,4,Punt,WAS
321,29,3443,9:38,4,Punt,NYJ
322,29,3555,7:30,4,Punt,WAS
323,29,3780,4:13,4,Punt,WAS
324,30,708,0:43,1,Punt,GB
325,30,851,14:38,2,Punt,OAK
326,30,1217,6:49,2,Punt,GB
327,30,1385,2:47,2,Punt,OAK
328,30,1501,1:55,2,Punt,GB
329,30,1605,1:11,2,Punt,OAK
330,30,1723,0:28,2,Punt,GB
331,30,1898,14:12,3,Punt,OAK
332,30,2300,6:54,3,Punt,OAK
333,30,2953,9:53,4,Punt,GB
334,30,3315,4:48,4,Punt,OAK
335,30,3426,3:04,4,Punt,GB
336,31,188,11:54,1,Punt,PIT
337,31,290,9:41,1,Punt,PHI
338,31,892,13:10,2,Punt,PHI
339,31,999,11:38,2,Punt,PIT
340,31,1173,7:46,2,Punt,PHI
341,31,1702,1:08,2,Punt,PHI
342,31,2621,6:23,3,Punt,PIT
343,31,2801,3:39,3,Punt,PHI
344,31,2848,3:25,3,Punt,PHI
345,31,3071,14:50,4,Punt,PIT
346,31,3329,9:34,4,Punt,PHI
347,31,3533,6:34,4,Punt,PIT
348,31,3646,5:42,4,Punt,PHI
349,31,3747,4:34,4,Punt,PIT
350,32,444,8:45,1,Punt,SF
351,32,608,4:58,1,Punt,DEN
352,32,802,1:47,1,Punt,SF
353,32,1112,13:07,2,Punt,DEN
354,32,2496,14:00,3,Punt,DEN
355,32,2542,13:55,3,Punt,DEN
356,32,2623,12:09,3,Punt,SF
357,32,2732,10:13,3,Punt,DEN
358,32,2841,8:41,3,Punt,SF
359,32,2942,7:08,3,Punt,DEN
360,32,3906,8:48,4,Punt,DEN
361,32,4616,1:02,4,Punt,SF
362,33,483,9:47,1,Punt,JAX
363,33,1784,4:29,2,Punt,TB
364,33,1879,3:05,2,Punt,JAX
365,33,2521,12:29,3,Punt,TB
366,33,2660,9:48,3,Punt,JAX
367,33,2845,7:25,3,Punt,TB
368,33,3012,4:41,3,Punt,JAX
369,33,3497,14:01,4,Punt,JAX
370,33,3966,6:32,4,Punt,TB
371,33,4131,4:14,4,Punt,JAX
372,34,798,2:03,1,Punt,OAK
373,34,2422,7:13,3,Punt,OAK
374,34,2608,3:14,3,Punt,TEN
375,34,3078,10:40,4,Punt,TEN
376,34,3406,4:40,4,Punt,TEN
377,34,3762,1:16,4,Punt,TEN
378,35,743,1:15,1,Punt,SD
379,35,942,12:24,2,Punt,MIN
380,35,1911,0:30,2,Punt,SD
381,35,2296,10:30,3,Punt,SD
382,35,2444,7:45,3,Punt,MIN
383,35,2866,14:19,4,Punt,SD
384,35,3363,5:14,4,Punt,SD
385,35,3462,2:48,4,Punt,MIN
386,36,1152,10:06,2,Punt,ARZ
387,36,1280,8:35,2,Punt,HST
388,36,1805,2:05,2,Punt,ARZ
389,36,2337,11:53,3,Punt,HST
390,36,2823,3:11,3,Punt,HST
391,36,3430,7:30,4,Punt,HST
392,36,3619,5:28,4,Punt,ARZ
393,36,3783,3:11,4,Punt,HST
394,37,436,10:50,1,Punt,JAX
395,37,599,8:34,1,Punt,CIN
396,37,710,7:09,1,Punt,JAX
397,37,1877,2:00,2,Punt,CIN
398,37,2007,0:59,2,Punt,JAX
399,37,2116,0:36,2,Punt,CIN
400,37,2446,12:37,3,Punt,JAX
401,37,2540,10:33,3,Punt,CIN
402,37,2728,7:41,3,Punt,JAX
403,37,2815,6:46,3,Punt,CIN
404,37,3141,1:16,3,Punt,CIN
405,37,3655,9:15,4,Punt,CIN
406,37,3747,8:48,4,Punt,JAX
407,37,4107,4:17,4,Punt,CIN
408,37,4264,3:53,4,Punt,JAX
409,37,4381,2:57,4,Punt,CIN
410,38,175,12:26,1,Punt,BUF
411,38,816,4:28,1,Punt,BUF
412,38,971,1:58,1,Punt,WAS
413,38,1330,11:56,2,Punt,WAS
414,38,1420,10:53,2,Punt,BUF
415,38,1682,6:33,2,Punt,BUF
416,38,2700,13:05,3,Punt,WAS
417,38,3371,14:51,4,Punt,BUF
418,38,3485,12:54,4,Punt,WAS
419,38,3731,8:39,4,Punt,BUF
420,38,3818,6:42,4,Punt,WAS
421,38,4190,2:00,4,Punt,WAS
422,39,226,11:09,1,Punt,DAL
423,39,398,8:48,1,Punt,SEA
424,39,1047,11:31,2,Punt,DAL
425,39,1196,9:12,2,Punt,SEA
426,39,2182,12:01,3,Punt,DAL
427,39,2519,6:18,3,Punt,DAL
428,39,2747,1:59,3,Punt,SEA
429,39,2994,14:49,4,Punt,DAL
430,39,3083,13:13,4,Punt,SEA
431,39,3264,8:51,4,Punt,DAL
432,39,3470,7:17,4,Punt,SEA
433,39,4065,0:55,4,Punt,SEA
434,40,477,8:43,1,Punt,DET
435,40,2517,12:27,3,Punt,DET
436,40,2675,9:24,3,Punt,BLT
437,40,2764,7:13,3,Punt,DET
438,40,3682,6:55,4,Punt,DET
439,40,3777,5:28,4,Punt,BLT
440,40,3868,4:35,4,Punt,DET
441,40,4182,0:34,4,Punt,BLT
442,41,115,13:51,1,Punt,SF
443,41,409,9:59,1,Punt,GB
444,41,1203,12:59,2,Punt,SF
445,41,1291,11:04,2,Punt,GB
446,41,1380,9:37,2,Punt,SF
447,41,1551,6:16,2,Punt,GB
448,41,1676,4:26,2,Punt,SF
449,41,2734,7:41,3,Punt,SF
450,41,2841,6:12,3,Punt,GB
451,41,2956,5:16,3,Punt,SF
452,41,3069,2:53,3,Punt,GB
453,41,3894,5:15,4,Punt,GB
454,41,3974,3:20,4,Punt,SF
455,41,4074,0:55,4,Punt,GB
456,42,272,9:57,1,Punt,KC
457,42,506,5:52,1,Punt,CHI
458,42,991,12:12,2,Punt,CHI
459,42,1135,10:40,2,Punt,KC
460,42,1238,9:15,2,Punt,CHI
461,42,1667,4:01,2,Punt,CHI
462,42,2976,5:31,3,Punt,CHI
463,42,4248,4:05,4,Punt,KC
464,43,121,13:06,1,Punt,LA
465,43,210,11:10,1,Punt,DEN
466,43,399,7:31,1,Punt,LA
467,43,509,5:38,1,Punt,DEN
468,43,1307,7:56,2,Punt,LA
469,43,2319,13:16,3,Punt,DEN
470,43,2418,11:44,3,Punt,LA
471,43,2963,2:52,3,Punt,DEN
472,43,3055,1:19,3,Punt,LA
473,43,3144,0:22,3,Punt,DEN
474,43,3399,10:22,4,Punt,LA
475,43,3528,9:22,4,Punt,DEN
476,43,3644,7:58,4,Punt,LA
477,43,3808,6:03,4,Punt,DEN
478,43,4119,2:10,4,Punt,DEN
479,44,123,14:05,1,Punt,CAR
480,44,158,13:57,1,Punt,CAR
481,44,425,9:34,1,Punt,CAR
482,44,549,7:49,1,Punt,NE
483,44,785,4:54,1,Punt,NE
484,44,1482,8:43,2,Punt,CAR
485,44,1848,3:08,2,Punt,NE
486,44,1935,2:17,2,Punt,CAR
487,44,2063,1:39,2,Punt,NE
488,44,2150,1:04,2,Punt,CAR
489,44,2733,7:01,3,Punt,NE
490,44,2951,4:09,3,Punt,CAR
491,44,3207,0:00,3,Punt,CAR
492,44,3406,11:30,4,Punt,NE
493,44,3504,10:03,4,Punt,CAR
494,44,4323,1:41,4,Punt,NE
495,45,314,9:30,1,Punt,NYJ
496,45,465,6:23,1,Punt,NYG
497,45,638,4:11,1,Punt,NYG
498,45,806,0:31,1,Punt,NYJ
499,45,971,12:52,2,Punt,NYG
500,45,1064,10:43,2,Punt,NYJ
501,45,1101,10:32,2,Punt,NYJ
502,45,1212,8:29,2,Punt,NYG
503,45,1323,7:55,2,Punt,NYJ
504,45,1677,2:47,2,Punt,NYG
505,45,1824,0:51,2,Punt,NYJ
506,45,1938,0:09,2,Punt,NYG
507,45,2112,12:41,3,Punt,NYG
508,45,2346,9:14,3,Punt,NYJ
509,45,2493,7:32,3,Punt,NYG
510,45,2721,4:29,3,Punt,NYG
511,45,2810,2:49,3,Punt,NYJ
512,45,3482,8:12,4,Punt,NYG
513,45,4505,0:20,4,Punt,NYG
514,46,119,13:06,1,Punt,IND
515,46,681,2:27,1,Punt,IND
516,46,713,2:17,1,Punt,IND
517,46,1768,0:34,2,Punt,IND
518,46,2576,1:45,3,Punt,PHI
519,46,2943,12:18,4,Punt,IND
520,46,3428,4:43,4,Punt,PHI
521,46,3536,4:13,4,Punt,IND
522,46,3627,2:28,4,Punt,PHI
523,47,539,8:13,1,Punt,NO
524,47,950,3:36,1,Punt,NO
525,47,1695,7:59,2,Punt,PIT
526,47,2439,0:20,2,Punt,NO
527,47,2641,11:58,3,Punt,NO
528,47,2773,9:34,3,Punt,PIT
529,47,3875,8:41,4,Punt,PIT
530,47,3964,7:55,4,Punt,NO
531,47,4114,5:04,4,Punt,PIT
532,48,348,9:22,1,Punt,ATL
533,48,539,6:29,1,Punt,MIA
534,48,1282,10:01,2,Punt,MIA
535,48,1375,8:36,2,Punt,ATL
536,48,1585,4:08,2,Punt,MIA
537,48,3381,13:22,4,Punt,ATL
538,48,3483,11:44,4,Punt,MIA
539,48,3913,3:15,4,Punt,MIA
540,49,997,0:32,1,Punt,CLV
541,49,1182,13:27,2,Punt,CLV
542,49,1603,7:15,2,Punt,CLV
543,49,1906,4:43,2,Punt,CLV
544,49,2001,3:12,2,Punt,TB
545,49,2338,0:47,2,Punt,TB
546,49,2753,10:57,3,Punt,CLV
547,49,2869,9:32,3,Punt,TB
548,49,3019,6:42,3,Punt,CLV
549,49,3315,2:55,3,Punt,TB
550,49,3503,0:12,3,Punt,CLV
551,50,125,13:48,1,Punt,JAX
552,50,248,11:20,1,Punt,ATL
553,50,1349,6:23,2,Punt,JAX
554,50,1550,3:47,2,Punt,ATL
555,50,1660,2:03,2,Punt,JAX
556,50,2088,13:45,3,Punt,ATL
557,50,2203,11:32,3,Punt,JAX
558,50,2951,13:14,4,Punt,ATL
559,50,3423,3:16,4,Punt,JAX
560,51,411,9:25,1,Punt,MIN
561,51,501,7:54,1,Punt,LA
562,51,750,3:40,1,Punt,MIN
563,51,894,1:47,1,Punt,LA
564,51,1079,14:20,2,Punt,MIN
565,51,1169,12:39,2,Punt,LA
566,51,1368,8:38,2,Punt,MIN
567,51,1461,7:29,2,Punt,LA
568,51,1715,4:10,2,Punt,MIN
569,51,2301,0:14,2,Punt,LA
570,51,2561,12:25,3,Punt,MIN
571,51,3111,1:23,3,Punt,LA
572,51,3263,13:04,4,Punt,MIN
573,51,3823,4:02,4,Punt,MIN
574,51,4143,0:52,4,Punt,MIN
575,52,145,13:50,1,Punt,NYG
576,52,452,11:00,1,Punt,NYG
577,52,654,8:05,1,Punt,NE
578,52,737,6:39,1,Punt,NYG
579,52,1953,4:18,2,Punt,NYG
580,52,2147,1:11,2,Punt,NE
581,52,2537,12:15,3,Punt,NE
582,52,2756,8:23,3,Punt,NE
583,52,2906,6:09,3,Punt,NYG
584,52,3527,12:10,4,Punt,NYG
585,52,3623,10:04,4,Punt,NE
586,52,4288,0:21,4,Punt,NYG
587,53,143,13:33,1,Punt,NYJ
588,53,267,12:58,1,Punt,PHI
589,53,345,11:42,1,Punt,NYJ
590,53,870,2:13,1,Punt,PHI
591,53,1060,15:00,2,Punt,NYJ
592,53,1330,10:25,2,Punt,NYJ
593,53,1584,5:00,2,Punt,PHI
594,53,1719,2:51,2,Punt,NYJ
595,53,1873,1:55,2,Punt,NYJ
596,53,1986,1:02,2,Punt,PHI
597,53,2302,11:57,3,Punt,PHI
598,53,2482,9:47,3,Punt,NYJ
599,53,2692,5:44,3,Punt,NYJ
600,53,2963,2:53,3,Punt,NYJ
601,53,3263,13:58,4,Punt,NYJ
602,53,3414,10:58,4,Punt,PHI
603,53,3513,9:30,4,Punt,NYJ
604,53,3868,2:46,4,Punt,NYJ
605,53,4011,1:16,4,Punt,PHI
606,54,227,10:42,1,Punt,CAR
607,54,307,8:29,1,Punt,PIT
608,54,607,2:35,1,Punt,PIT
609,54,1045,9:57,2,Punt,PIT
610,54,1509,1:50,2,Punt,PIT
611,54,2010,13:03,3,Punt,PIT
612,54,2130,10:30,3,Punt,CAR
613,54,2439,6:02,3,Punt,PIT
614,54,3330,4:20,4,Punt,CAR
615,54,3422,2:51,4,Punt,PIT
616,55,803,0:26,1,Punt,SF
617,55,2464,5:38,3,Punt,SF
618,55,2622,2:08,3,Punt,SD
619,55,3054,9:29,4,Punt,SD
620,55,3077,9:07,4,Punt,SD
621,56,125,13:04,1,Punt,OAK
622,56,256,11:31,1,Punt,SEA
623,56,388,8:30,1,Punt,OAK
624,56,476,7:07,1,Punt,SEA
625,56,600,4:33,1,Punt,OAK
626,56,841,15:00,2,Punt,SEA
627,56,1024,11:05,2,Punt,OAK
628,56,1132,8:26,2,Punt,SEA
629,56,1259,6:46,2,Punt,OAK
630,56,1288,6:40,2,Punt,OAK
631,56,1598,1:39,2,Punt,OAK
632,56,1930,13:07,3,Punt,SEA
633,56,2513,3:14,3,Punt,OAK
634,56,2597,2:24,3,Punt,SEA
635,56,2872,13:27,4,Punt,SEA
636,56,3194,8:53,4,Punt,OAK
637,57,295,11:49,1,Punt,MIA
638,57,896,14:57,2,Punt,MIA
639,57,1226,10:17,2,Punt,TEN
640,57,1338,8:42,2,Punt,MIA
641,57,1879,0:59,2,Punt,MIA
642,57,2121,12:32,3,Punt,TEN
643,57,2568,1:37,3,Punt,TEN
644,57,2855,10:33,4,Punt,MIA
645,57,2960,7:58,4,Punt,TEN
646,57,3047,6:31,4,Punt,MIA
647,57,3142,4:59,4,Punt,TEN
648,57,3223,2:43,4,Punt,MIA
649,58,357,8:05,1,Punt,TB
650,58,475,5:22,1,Punt,WAS
651,58,606,2:59,1,Punt,TB
652,58,717,1:21,1,Punt,WAS
653,58,841,14:54,2,Punt,TB
654,58,1018,12:43,2,Punt,TB
655,58,1118,11:06,2,Punt,WAS
656,58,1422,6:28,2,Punt,TB
657,58,1555,4:10,2,Punt,WAS
658,58,1640,2:28,2,Punt,TB
659,58,2571,4:54,3,Punt,TB
660,58,2660,2:50,3,Punt,WAS
661,58,2756,0:33,3,Punt,WAS
662,58,2862,14:16,4,Punt,TB
663,58,3022,10:47,4,Punt,WAS
664,58,3574,3:24,4,Punt,WAS
665,59,204,12:41,1,Punt,BLT
666,59,574,7:24,1,Punt,BLT
667,59,1275,10:14,2,Punt,NO
668,59,1872,1:55,2,Punt,NO
669,59,2440,12:39,3,Punt,NO
670,59,2734,6:09,3,Punt,BLT
671,59,3024,0:34,3,Punt,NO
672,60,627,4:47,1,Punt,BUF
673,60,905,0:38,1,Punt,BUF
674,60,1026,13:57,2,Punt,DET
675,60,1108,11:48,2,Punt,BUF
676,60,1232,9:59,2,Punt,DET
677,60,1406,5:51,2,Punt,BUF
